Price,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2023-09-05,186.66529992482816,188.350717612699,186.00104769428793,188.0731201171875,45280000,62.463311444599846,0.5885224112049059,-1.1884380402399082
2023-09-06,186.78426205503195,187.2304149251444,179.91370149278592,181.3413543701172,81755800,48.96988988015598,0.4488075566978864,-0.8609889208523492
2023-09-07,173.67765269377628,176.6816813943478,172.05171790486162,176.03724670410156,112488800,41.384132327148876,-0.08888996428404994,-0.7065691295386894
2023-09-08,176.82047189213844,178.69426259870855,176.26526175899272,176.65191650390625,65551300,42.495821716992104,-0.46011647145891743,-0.657278597922735
2023-09-11,178.52571023294755,178.75373349578624,175.8191120741523,177.82179260253906,58953100,44.64755170868565,-0.6523965079988727,-0.6563021799379627
2023-09-12,177.95070042200115,178.58521118121962,173.32075212571604,174.78805541992188,90370200,40.42336061063696,-1.0376160667731824,-0.7325649573050067
2023-09-13,174.99622042167854,175.77945374423584,172.48791926125182,172.71595764160156,84267900,37.79323239650176,-1.4928971271401394,-0.8846313912720334
2023-09-14,172.50778112260195,174.58977763559852,172.09138484558866,174.2328643798828,60895800,40.828456225295575,-1.7115789346058818,-1.050020899938803
2023-09-15,174.96648860625493,174.9863213204115,172.329312484714,173.50909423828125,109205100,39.829863558803176,-1.921142311470561,-1.2242451822451548
2023-09-18,174.9664984209427,177.84163701778533,174.65915940995401,176.4437255859375,67257600,45.63584481929972,-1.82933513670568,-1.34526317313726
2023-09-19,175.99759154247158,178.08949677364237,175.61093679016653,177.5343017578125,51826900,47.657182469036314,-1.6495617850827102,-1.40612289552635
2023-09-20,177.72265814247962,178.1588871164402,173.89576095445636,173.98500061035156,58436200,42.162707024380644,-1.773050426941012,-1.4795084018092826
2023-09-21,173.0530629204369,174.78805492740332,172.3689779372214,172.43836975097656,63047900,39.99863576110419,-1.9729730447922122,-1.5782013304058686
2023-09-22,173.17201907467273,175.56135441857745,172.55734106823024,173.29098510742188,56725400,41.772904342742436,-2.0391086509159493,-1.6703827945078848
2023-09-25,172.7060340664089,175.4522824052414,172.6564598476282,174.56991577148438,46172700,44.427490230758664,-1.9656636323592807,-1.7294389620781643
2023-09-26,173.32073296072448,173.6974637546494,170.18782981503577,170.48526000976562,64588900,38.40528214040877,-2.2115619990134974,-1.825863569465231
2023-09-27,171.13960475321795,171.5560010147378,167.6002289663342,168.9683837890625,66921800,36.43037368725749,-2.5000187996218415,-1.9606946154965532
2023-09-28,167.88770703784505,170.5546395498357,166.18245684715794,169.22613525390625,56294400,37.02299017116151,-2.67696610433174,-2.1039489132635905
2023-09-29,170.54478085066916,171.58577919915737,168.8791804675017,169.74172973632812,51814200,38.26282161951672,-2.743963252109779,-2.231951781032828
2023-10-02,169.75161672914737,172.8052044328195,169.46409530048962,172.25991821289062,52164500,44.055780978328464,-2.5643025264310495,-2.2984219301124726
2023-10-03,170.78267952738358,172.14094058886474,169.35504178574476,170.92147827148438,49594600,41.810187396120156,-2.501090015582065,-2.338955547206391
2023-10-04,169.62273306372262,172.71598631340495,169.5037670214799,172.1707000732422,53020300,44.64615582026799,-2.323409072576311,-2.3358462522803753
2023-10-05,172.29956799243436,173.94533544106068,171.19908676207933,173.40997314453125,48527900,47.38565240449327,-2.058863369975228,-2.280449675819346
2023-10-06,172.30949278163357,176.46356172729125,171.69479961979252,175.9678497314453,57224100,52.59998482272445,-1.6240882527991687,-2.1491773912153107
2023-10-09,175.29365932051672,177.51445432768062,174.2923266162491,177.45497131347656,42390800,55.3693444930702,-1.1463135675242881,-1.9486046264771064
2023-10-10,176.5726011495921,178.17870301308767,176.4238784890915,176.860107421875,43698000,54.009995900645066,-0.8063787989891011,-1.7201594609795055
2023-10-11,176.6717569025772,178.30761560829964,176.07691156880261,178.25804138183594,47551100,56.700292444630705,-0.4193425385274736,-1.4599960764890993
2023-10-12,178.52573701205876,180.77625872690152,177.50455631675857,179.16024780273438,56743100,58.39197079999187,-0.039359286202056865,-1.1758687184316907
2023-10-13,179.8641135443321,180.36973426316322,176.61224451765878,177.316162109375,51427100,53.767985320346554,0.11169037795812642,-0.9183568991537273
2023-10-16,175.2341951108354,177.54421488719547,174.99624790055657,177.1873016357422,52517000,53.449470209234754,0.21848183912766217,-0.6909891514974494
2023-10-17,175.1350405719026,176.88986525789463,173.3009152798367,175.63075256347656,57549400,49.62530011783522,0.1754913845455519,-0.5176930442888492
2023-10-18,174.07422069011992,176.05706860986896,173.60825021874456,174.3319854736328,54764400,46.62758823123784,0.036204150745277275,-0.4069136052820239
2023-10-19,174.53027383635083,176.31484005715805,173.68757251536525,173.95526123046875,59302900,45.76403711468657,-0.10338868317680294,-0.34620862086097975
2023-10-20,173.80653768363138,173.91559492791032,171.15943743932888,171.3973846435547,64189300,40.30578953019369,-0.4156252046282418,-0.3600919376144322
2023-10-23,169.44425467817877,172.5176595517305,168.47264840823163,171.51632690429688,55980100,40.660207887377936,-0.6460302168215435,-0.4172795934558545
2023-10-24,171.5659057161436,172.18058368172586,169.97962145460033,171.9525604248047,43816600,42.019869122065145,-0.7843855413561869,-0.490700783035921
2023-10-25,170.40595412753765,171.57582713235345,169.1864917714858,169.6326446533203,57157000,37.145397246463375,-1.0689092270631875,-0.6063424718413744
2023-10-26,168.9088912991807,169.91023915738614,164.24920182104776,165.458740234375,70625300,30.32860223462484,-1.6126063791761283,-0.8075952533083252
2023-10-27,165.47858075180807,167.5110029440003,165.39926501775972,166.77734375,58499100,34.422939247924646,-1.9150149058908141,-1.029079183824823
2023-10-30,167.57047708446643,169.70203248533966,167.42175441803172,168.82957458496094,51131000,40.30295587770852,-1.9664104097201118,-1.2165454290038809
2023-10-31,167.89764555846892,169.43434051981868,166.4600687836398,169.3054656982422,44846000,41.61041484062758,-1.946305483059973,-1.3624974398150993
2023-11-01,169.5334969755198,172.73579212701503,168.66103905073186,172.47802734375,56934900,49.54409040522491,-1.655291799760846,-1.4210563118042487
2023-11-02,174.01474271477764,176.25535548295753,173.95525969593038,176.0471649169922,77334800,56.67599530254145,-1.123708374811855,-1.36158672440577
2023-11-03,172.74571998498175,175.30359567263832,171.8633532465518,175.13504028320312,79763700,54.55375888210199,-0.7671819200707546,-1.2427057635387668
2023-11-06,174.86736758526175,177.8911986418375,174.69882732290304,177.6929168701172,63841300,59.170912905908935,-0.2750621275702656,-1.0491770363450665
2023-11-07,177.64332285545842,180.87537437336846,177.4351323131202,180.2606964111328,70530000,63.21155728307188,0.3184735379464314,-0.775646921486767
2023-11-08,180.7861861177323,181.87674352341537,180.03269413889697,181.32154846191406,49340300,64.76308865987684,0.864491404861468,-0.44761925621711995
2023-11-09,181.39094357988108,182.54098393459674,180.2507968912838,180.8456573486328,53763500,63.46992176066913,1.2444686031814456,-0.10920168433740685
2023-11-10,182.63256439705196,185.2136688107188,182.19576071339824,185.04489135742188,66133400,69.29591923524535,1.8629711882850302,0.2852328901870806
2023-11-13,184.46910132249658,184.67756614585693,182.8708053693486,183.45651245117188,43627500,65.06864730944245,2.19961425602105,0.6681091633538745
2023-11-14,186.33543591459554,186.74245888927783,184.94561983989882,186.07733154296875,60108400,68.48482082867113,2.6473673077977935,1.0639607922426584
2023-11-15,186.4843631662735,188.12236184083608,186.414864785386,186.6431884765625,53790500,69.18552321664886,3.0131411372793764,1.453796861250002
2023-11-16,188.19184420357837,189.57173837709286,187.27851922089127,188.33082580566406,54412900,71.23937589041688,3.4000046238126345,1.8430384137625286
2023-11-17,188.8669158544037,188.99597562451044,187.19913643084107,188.3109893798828,50922700,71.17932252895157,3.6627739126431607,2.206985513538655
2023-11-20,188.50951003765908,190.51482899547432,188.49958819031184,190.05816650390625,46505100,73.31321107812384,3.966282226747097,2.5588448561803436
2023-11-21,190.0184652287441,190.12766614172318,188.36060783923182,189.25405883789062,38134500,70.71807618932482,4.094728502596553,2.866021585463586
2023-11-22,190.09788874466753,191.52740733771327,189.4426832554431,189.919189453125,39617700,71.61317690644232,4.201758329020407,3.1331689341749502
2023-11-24,189.48239453680722,189.51217522879531,187.87417657801197,188.5889434814453,24048300,67.189499945651,4.131613832563005,3.3328579138525614
2023-11-27,188.5393075690696,189.28385517880056,187.52671857843467,188.41024780273438,40552600,66.5943931471039,4.015318473987662,3.4693500258795815
2023-11-28,188.4003202806091,189.690872461515,188.02307798905798,189.01580810546875,38415400,67.64037701466458,3.9267520665015923,3.560830434003984
2023-11-29,189.5121772909601,190.69352857887446,187.5962153955331,187.99330139160156,43014200,63.99656678263889,3.7310456325615178,3.594873473715491
2023-11-30,188.45989087281944,188.93641225844013,186.82189215984647,188.569091796875,48794400,65.13554533653584,3.581127340492884,3.59212424707097
2023-12-01,188.94632812953898,190.16738195236098,187.85431892352926,189.84971618652344,45679300,67.59124897319744,3.52501749214332,3.5787028960854403
2023-12-04,188.59886103241988,188.66835941071503,186.08725507958516,188.0528564453125,43389500,61.089411472183336,3.2975464066201994,3.5224715981923924
2023-12-05,188.82719982806023,192.9867262414063,188.79740398889692,192.01385498046875,66628400,68.3231501052174,3.3977265343667398,3.4975225854272622
2023-12-06,193.03636454966008,193.3441084564195,190.71337975554792,190.92185974121094,41089700,64.74934285951147,3.350383976798696,3.468094863701549
2023-12-07,192.22233461466143,193.5823700079149,192.18261692775607,192.85768127441406,47477700,67.9498752207657,3.429535725206904,3.4603830360026206
2023-12-08,192.7881840281593,194.56517940505597,192.26203828251843,194.28721618652344,53377300,70.10822043798133,3.566503148142772,3.4816070584306513
2023-12-11,191.70612101402028,192.08336332058192,190.02840462687192,191.77560424804688,60943700,62.18471615780649,3.4328133887053127,3.471848324485584
2023-12-12,191.67632450221151,193.30440121762786,190.32621099568146,193.2944793701172,52696900,64.77725774436223,3.410114146590928,3.459501488906653
2023-12-13,193.67172809287342,196.5605765657659,193.433482543182,196.5208740234375,70404200,69.5524496357382,3.6108443520756737,3.489770061540457
2023-12-14,196.58041195784497,198.16877097511053,194.733933428728,196.6697540283203,66831600,69.75620428533895,3.7388388513255677,3.5395838194974796
2023-12-15,196.09397982207716,196.95765018105735,195.56783406915136,196.13369750976562,128256700,67.99190891160511,3.7537492483879475,3.5824169052755734
2023-12-18,194.6644701434888,195.2005529586929,192.97683175624098,194.46592712402344,55751900,62.68025727007144,3.589611901943016,3.583855904609062
2023-12-19,194.73394198979324,195.5181921115413,194.46590061872467,195.50827026367188,40714100,64.54455156544307,3.5032568877835217,3.567736101243954
2023-12-20,195.46856356116558,196.24289187855894,193.4136199951172,193.4136199951172,52242800,58.247482170515845,3.2285820616737624,3.499905293329916
2023-12-21,194.674384326953,195.64725561182692,192.09327993279487,193.2646942138672,46482500,57.81559832012805,2.9647079098165534,3.3928658166272436
2023-12-22,193.7610508645393,193.98938969071887,191.56712585784612,192.1925506591797,37122800,54.6727155066708,2.6386559356534462,3.2420238404324846
2023-12-26,192.20247183256527,192.48043504376977,191.42814358023,191.64654541015625,28919300,53.08992358166884,2.309575982348264,3.0555342688156406
2023-12-27,191.09062871652011,192.09328069742187,189.7007974418798,191.74581909179688,48087700,53.35433878851242,2.0333491219426207,2.8510972394410365
2023-12-28,192.72862541967714,193.24484932489418,191.76567598880632,192.17269897460938,34049900,54.54091921850553,1.827813092368359,2.6464404100265013
2023-12-29,192.49037607711168,192.98674116771573,190.33615340163328,191.13034057617188,42628800,51.12125474100638,1.5627997144234769,2.4297122709058967
2024-01-02,185.78943757371047,187.07006792285642,182.55314280656535,184.29042053222656,82488700,35.42516272000506,0.7917238197710219,2.102114580678922
2024-01-03,182.88074176951616,184.52867738484042,182.0964765011294,182.9105224609375,58414500,33.209837709296224,0.06850469639610424,1.6953926038223586
2024-01-04,180.82578520690032,181.7589539428833,179.5650288616003,180.58753967285156,71983600,29.82813542574233,-0.684209821495898,1.2194721187587074
2024-01-05,180.66696287937032,181.43135417752765,178.86018676112266,179.8628387451172,62303300,28.841440106634778,-1.3239570554300428,0.7107862839209574
2024-01-08,180.76622380895435,184.2507162227342,180.18051667398524,184.21099853515625,59144500,41.37254500035167,-1.4632339414388014,0.2759822388490057
2024-01-09,182.58292017691045,183.80397397190293,181.40156892129536,183.79405212402344,42841800,40.63360864136322,-1.5889396605224704,-0.0970021410252895
2024-01-10,183.00980597306068,185.0448906262594,182.58292413922769,184.83642578125,46792900,43.35735220262845,-1.5861671582534598,-0.39483514447092355
2024-01-11,185.18388963502795,185.6901917447606,182.28511919375845,184.2407989501953,49128400,42.166844586207844,-1.61343338193592,-0.638554791963923
2024-01-12,184.7073562390581,185.382420570264,183.84368591687618,184.56837463378906,40444700,43.09231477276233,-1.5902777091276903,-0.8288993753966765
2024-01-16,180.83571426310817,182.92043833380222,179.61464536328148,182.29502868652344,65603000,38.48909413785884,-1.7353625115910916,-1.0101920026355595
2024-01-17,179.95219077216925,181.6001112377356,178.98924135636386,181.3519287109375,47317400,36.73590181294833,-1.9044897763987478,-1.1890515573881972
2024-01-18,184.73713933247967,187.76496914507203,184.47903496158258,187.25868225097656,78005800,51.604568798820665,-1.5440992909155682,-1.2600611040936713
2024-01-19,187.9535897974558,190.55453778649462,187.4473029046773,190.16737365722656,68741000,56.967967178118094,-1.0121131369368186,-1.2104715106623007
2024-01-22,190.90200101096366,193.90997199821769,190.86228332421425,192.48043823242188,60133900,60.69809792573258,-0.39926284349704133,-1.048229777229249
2024-01-23,193.60225255736796,194.32694137960473,192.42090116695806,193.76107788085938,42355600,62.629551915040054,0.18759981241800006,-0.8010638592997993
2024-01-24,193.9993237123997,194.95235131957728,192.9271733347724,193.0860137939453,53631300,60.92973239295279,0.5914033357609583,-0.5225704202876478
2024-01-25,193.80076191791213,194.84313150183985,191.70610090276801,192.75839233398438,54822100,60.07752061964767,0.8748989331893142,-0.2430765495922554
2024-01-26,192.85769025735726,193.34411833566054,190.54462719280716,191.02113342285156,44594000,55.63392196969618,0.9484557538398235,-0.004770088905839603
2024-01-29,190.614099077556,190.80272021826386,188.20177223046258,190.3361358642578,47145600,53.93981270296522,0.9406334490617496,0.18431061868767823
2024-01-30,189.55190020112778,190.40564874926815,186.10712531543376,186.6729736328125,55859400,45.89180011707883,0.6315673234472854,0.2737619596395997
2024-01-31,185.6802399646441,185.7398164976455,183.00980859435379,183.05943298339844,55467800,39.61297798450376,0.09396449717559108,0.237802467146798
2024-02-01,182.6524257138898,185.59089847447947,182.48366340616798,185.50155639648438,64885400,45.08162751512339,-0.13349185509508743,0.16354360269842094
2024-02-02,178.55242764739413,185.96812234304272,177.94686171013706,184.49888610839844,102518000,43.34598385813718,-0.39016221840122967,0.052802438478490824
2024-02-05,186.7821513481828,187.8741604535555,184.48894737475842,186.31556701660156,69668800,47.304561705633745,-0.4418905249707734,-0.046136154211362024
2024-02-06,185.50154897397763,187.9337347140823,185.4122068995574,187.92381286621094,43490800,50.59559752829727,-0.3490894948216692,-0.10672682233342345
2024-02-07,189.2540738540102,189.66109684812312,187.23883287556598,188.03302001953125,53439000,50.820207797591145,-0.2636922254106935,-0.13811990294887747
2024-02-08,188.0131563419714,188.16205980044833,185.98799356738817,186.95094299316406,40962000,48.468851408381916,-0.28010002811333834,-0.16651592798176965
2024-02-09,187.5174970927484,188.8494643803939,186.8714052160575,187.71630859375,45155200,50.223155320084366,-0.2287083153337619,-0.17895440545216812
2024-02-12,187.288900125969,187.53739935899367,185.66868027314752,186.02651977539062,41781900,46.46232192102356,-0.32063575874781236,-0.20729067611129698
2024-02-13,184.6547973151463,185.09215835173688,182.4083547485107,183.92916870117188,56529500,42.23490566107928,-0.5563147729415618,-0.27709549547734996
2024-02-14,184.20751487981576,184.41624573755993,181.34479892181088,183.04452514648438,54630500,40.55865294436119,-0.805193659957979,-0.38271512837347577
2024-02-15,182.44813474883824,183.3824942652778,180.26134459364147,182.7562713623047,65434500,40.00154909477334,-1.0140028486950712,-0.5089726724377949
2024-02-16,182.31891336045317,183.7403368438813,180.57941874936438,181.215576171875,49701400,37.070597689698126,-1.2889486630538727,-0.6649678705610105
2024-02-20,180.69867728023533,181.33483464555084,178.91942962585208,180.47006225585938,53665600,35.707233984141226,-1.5491443722985991,-0.8418031709085283
2024-02-21,180.84778599399235,181.7920799507102,179.57547126273693,181.2255096435547,41529700,38.18801254761466,-1.6750837332605215,-1.008459283378927
2024-02-22,182.37854224114136,183.84966853541172,181.36467634977905,183.26319885253906,52292200,44.41788768860073,-1.5921141933172862,-1.1251902653665988
2024-02-23,183.89935895257477,183.92917764586625,181.13604881484736,181.42431640625,45119700,40.45526775661019,-1.6556572937116982,-1.2312836710356188
2024-02-26,181.1459977034405,181.66286516303873,179.56553112991756,180.07247924804688,40867400,37.78646843647615,-1.7944127463136965,-1.3439094860912344
2024-02-27,180.01283169575817,182.81589486499632,178.48206808634893,181.5336456298828,54318900,42.22311598689397,-1.7661148539743579,-1.4283505596678592
2024-02-28,181.4143549983027,182.02069366799873,179.04865286943277,180.33090209960938,48953900,39.712635633113116,-1.8197628284428617,-1.5066330134228596
2024-02-29,180.1818301671186,181.47402922690614,178.45227002550848,179.66494750976562,136682600,38.35288020515071,-1.8941812620060716,-1.5841426631395021
2024-03-01,178.47214167082092,179.44625436004063,176.31517027538303,178.58148193359375,73488000,36.1822641343888,-2.017330493671807,-1.6707802292459633
2024-03-04,175.0925585764457,175.8380562970389,172.74672514229152,174.0488739013672,81510100,28.830994081741494,-2.4524009826625104,-1.8271043799292728
2024-03-05,169.73489700267342,171.00721175997333,168.60174119797853,169.09873962402344,95132400,23.270371148198734,-3.1602030918004402,-2.0937241223035064
2024-03-06,170.03310800783655,170.2120353375331,167.6673905223103,168.10475158691406,68587700,22.33868364859761,-3.7580276863440076,-2.4265848351116066
2024-03-07,168.13456709874717,169.70508399774383,167.47854068144582,167.9854736328125,71765100,22.223697116771348,-4.193097303064661,-2.779887328702218
2024-03-08,167.9854678195768,172.6572499858552,167.92583043526673,169.705078125,76114600,27.979410289576464,-4.349002800513858,-3.0937104230645462
2024-03-11,171.9017982082401,173.3331559369753,171.01714171856162,171.7129364013672,60139500,34.110752594697786,-4.261418666206737,-3.3272520716929845
